"longitude","latitude","sst","chlc","wind_speed","wind_direction","phoebastria_immutabilis","nyear","nmonth"
-125.51675,33.71929,13.941138,0.58843756,3.1205769,268.8983,1,2014,1
-125.560394,33.75944,13.96063,0.52395165,2.9805033,274.81152,1,2014,1
-127.25573,33.77822,15.035091,0.25891283,2.5910616,261.11935,1,2014,1
-128.14212,33.77939,15.57297,0.17933883,2.2596018,253.81079,1,2014,1
-121.69684,33.808052,13.926235,0.74951595,5.535675,299.66785,1,2014,1
-127.2341,33.841278,14.742249,0.31771356,2.6891077,263.16568,1,2014,1
-128.25764,33.88646,15.62397,0.17545976,2.0634437,249.28146,1,2014,1
-125.75916,33.944862,13.853903,0.590156,2.7858212,273.70462,1,2014,1
-121.752396,33.95138,13.716894,0.77543986,5.4353013,297.97946,1,2014,1
-125.85417,34.000008,13.956365,0.5633008,2.75632,277.92432,1,2014,1
-128.34038,34.001297,15.648509,0.18634401,1.9701015,251.65701,1,2014,1
-127.13787,34.036102,14.894975,0.28173772,2.5478618,265.4978,1,2014,1
-121.79241,34.05239,13.927618,0.7722385,5.471179,298.01706,1,2014,1
-128.23808,34.07676,15.642989,0.1903433,2.1830482,255.13622,1,2014,1
-128.05177,34.25209,15.757643,0.18979003,2.1221921,256.09473,1,2014,1
-125.895226,34.26185,14.41476,0.35838178,2.8086474,283.59094,1,2014,1
-127.113914,34.296696,14.90649,0.2719853,2.3705273,268.7914,1,2014,1
-121.90828,34.306507,13.968359,0.7856725,5.4693418,298.86127,1,2014,1
-127.25032,34.31443,15.412516,0.20568007,2.3255107,266.0548,1,2014,1
-122.040726,34.415295,13.689344,0.8821484,5.4205904,297.22687,1,2014,1
-127.16199,34.510105,14.987321,0.2907328,2.3654175,273.8785,1,2014,1
-128.04482,34.52434,15.822305,0.19271211,2.1416116,256.2233,1,2014,1
-125.92963,34.529366,14.675919,0.3351694,2.9470325,284.74356,1,2014,1
-122.14619,34.536316,13.833613,0.85272235,5.39268,298.70374,1,2014,1
-122.264404,34.62913,13.589832,0.8335497,5.358442,297.5693,1,2014,1
-126.0083,34.691574,14.644209,0.33714637,2.9328825,285.22086,1,2014,1
-122.24341,34.750744,13.857757,0.9020407,5.4141483,299.548,1,2014,1
-128.16927,34.770382,15.564692,0.21273541,2.1392522,256.48343,1,2014,1
-122.25073,34.77368,13.516631,0.78815556,5.3275228,299.2113,1,2014,1
-126.09959,34.781387,14.620254,0.3512391,2.9007757,284.37158,1,2014,1
-127.00741,34.81074,15.0945215,0.28882444,2.491947,277.60983,1,2014,1
-126.28878,34.868065,14.477446,0.37087837,2.8693204,283.5035,1,2014,1
-126.977005,34.87105,14.678548,0.33851278,2.6771066,278.16037,1,2014,1
-126.564995,34.96656,14.516407,0.36967757,2.7730849,281.22888,1,2014,1
-123.4443,34.975777,12.961364,0.74118894,4.8974485,295.7802,1,2014,1
-123.53546,34.984253,13.051706,0.75585794,4.7532935,293.16693,1,2014,1
-123.75888,34.99835,12.993158,0.7442916,4.4686465,290.70612,1,2014,1
-128.28798,34.999084,15.269675,0.25840056,1.9204427,253.35791,1,2014,1
-126.75606,35.007057,14.803459,0.31529948,2.6716475,278.8277,1,2014,1
-123.192986,35.007523,12.904685,0.70533985,4.9923644,297.95096,1,2014,1
-123.82793,35.023853,12.808038,0.7022671,4.414091,291.39163,1,2014,1
-128.30988,35.03987,14.957445,0.35280046,1.8848077,254.93152,1,2014,1
-122.95692,35.041122,12.934115,0.7228426,5.103136,299.07642,1,2014,1
-124.00009,35.04968,12.906384,0.6767046,3.96869,288.20667,1,2014,1
-122.16556,35.05446,13.832649,0.92631453,5.4216695,300.1119,1,2014,1
-122.558685,35.077454,13.194072,0.75685865,5.2677603,299.82584,1,2014,1
-122.46257,35.07983,13.571127,0.80868983,5.3533635,299.91745,1,2014,1
-124.28648,35.083572,13.283327,0.5974312,3.8562288,286.88425,1,2014,1
-124.67622,35.112217,13.977466,0.45284954,3.7994738,285.57254,1,2014,1
-127.04343,35.128048,15.271346,0.25541654,2.5975373,279.7524,1,2014,1
-124.762985,35.13155,14.561076,0.3494674,3.7117112,285.30927,1,2014,1
-125.04579,35.18817,14.659242,0.31746227,3.5846896,283.8812,1,2014,1
-127.25916,35.18877,15.589822,0.22671479,2.4891765,278.78116,1,2014,1
-125.31362,35.220673,14.679576,0.31006896,3.4027784,284.11792,1,2014,1
-127.4461,35.261322,15.441798,0.23647825,2.565307,280.7843,1,2014,1
-125.38743,35.269817,14.84464,0.31062186,3.6674924,283.2405,1,2014,1
-126.749016,35.27574,15.013715,0.2645766,2.8328254,278.73077,1,2014,1
-127.52172,35.2792,15.161034,0.29367432,2.4002707,279.10913,1,2014,1
-128.45442,35.282753,14.907042,0.36425573,1.8067927,260.1206,1,2014,1
-125.56123,35.306942,14.997271,0.26449606,3.5273218,282.77548,1,2014,1
-125.8206,35.329674,15.027423,0.2696056,3.2927952,281.20755,1,2014,1
-126.330864,35.335606,14.909583,0.28940225,2.9608276,279.52594,1,2014,1
-127.80143,35.346924,14.970319,0.39475307,2.2717834,272.27045,1,2014,1
-126.215904,35.35219,14.939354,0.32016277,3.0731905,281.639,1,2014,1
-128.51477,35.379894,14.96562,0.28037786,1.4925481,258.01248,1,2014,1
-128.00995,35.412727,14.971444,0.41642046,2.1711748,264.1844,1,2014,1
-128.19089,35.515507,14.88413,0.4284763,2.1605787,268.67395,1,2014,1
-128.5611,35.519028,14.986725,0.24205706,1.4567087,261.31366,1,2014,1
-128.2555,35.535515,14.809793,0.33433825,1.9612751,263.85336,1,2014,1
-128.77707,35.74381,15.06618,0.20445761,1.2345444,256.414,1,2014,1
-128.83224,35.756504,15.0976305,0.18921335,1.2322338,256.86597,1,2014,1
-128.70667,35.775852,14.997701,0.21378432,1.6164467,261.81976,1,2014,1
-129.02026,35.79289,15.051445,0.21185203,1.1225863,244.11972,1,2014,1
-129.27713,35.87431,15.0464,0.19170505,1.05,233.1301,1,2014,1
-129.5063,35.94002,14.981681,0.21217877,0.96260065,222.47388,1,2014,1
-128.79808,36.012257,15.133838,0.17825896,1.2022063,258.97046,1,2014,1
-129.71672,36.014107,14.991874,0.2158781,0.85702974,221.68906,1,2014,1
-129.79247,36.04143,14.9554615,0.2303479,0.8141253,207.8241,1,2014,1
-130.01627,36.107967,15.037674,0.23112658,0.7766595,191.88866,1,2014,1
-130.29399,36.188637,15.063338,0.22417998,0.6911585,176.68222,1,2014,1
-130.41238,36.265713,15.051813,0.22453721,0.6432729,168.34071,1,2014,1
-128.93848,36.27726,15.164791,0.18227132,1.1493477,259.47223,1,2014,1
-130.51956,36.310425,15.088715,0.21724106,0.6395311,153.03429,1,2014,1
-130.75427,36.40761,15.133106,0.20383044,0.70292246,140.19443,1,2014,1
-129.01323,36.426666,15.274797,0.159577,0.9176056,249.59012,1,2014,1
-129.08769,36.500854,15.190369,0.16076423,0.8829496,256.9081,1,2014,1
-131.00317,36.51624,14.581483,0.2259631,0.99126184,120.96375,1,2014,1
-131.25174,36.706085,14.563226,0.26158032,1.2986531,119.525986,1,2014,1
-129.26453,36.74125,15.2088785,0.15455619,0.6618912,243.04782,1,2014,1
-129.46526,36.759327,15.143121,0.17005639,0.68709534,248.66315,1,2014,1
-129.5,36.766327,15.090289,0.18905514,0.5440588,216.02737,1,2014,1
-129.1684,36.772797,15.102599,0.1666818,0.93621576,256.40906,1,2014,1
-131.37173,36.800335,14.199255,0.34308332,1.3776792,117.68106,1,2014,1
-131.54082,36.978985,14.330002,0.3063459,1.5923882,117.691505,1,2014,1
-129.5399,37.000637,15.127147,0.18903486,0.6466065,219.35175,1,2014,1
-129.4589,37.001038,15.133312,0.18304533,0.7789737,240.80252,1,2014,1
-131.58824,37.017986,14.05164,0.3308394,1.7413213,114.06271,1,2014,1
-129.2245,37.02118,15.074546,0.17530051,0.99327743,253.0245,1,2014,1
