"longitude","latitude","sst","chlc","phoebastria_immutabilis","nyear","nmonth"
-121.13974,27.617659,18.187765,0.07236897,1,2014,2
-121.17953,27.626423,18.147491,0.07151256,1,2014,2
-123.03715,27.626514,17.793211,0.06019866,1,2014,2
-123.06107,27.634554,17.835535,0.06368947,1,2014,2
-121.08441,27.637585,18.18071,0.062368397,1,2014,2
-121.14414,27.637669,18.15529,0.07066794,1,2014,2
-120.63071,27.638454,17.909958,0.07337513,1,2014,2
-135.45363,27.639124,19.31758,0.06156588,1,2014,2
-135.5195,27.653774,19.343904,0.067262925,1,2014,2
-123.11957,27.654154,17.86078,0.07190794,1,2014,2
-121.029564,27.655252,18.161375,0.06536068,1,2014,2
-120.565575,27.656836,17.913021,0.07462235,1,2014,2
-124.79089,27.657179,18.229439,0.05268052,1,2014,2
-121.00051,27.672474,18.1279,0.06153287,1,2014,2
-123.30352,27.67469,17.945864,0.058263242,1,2014,2
-123.37249,27.675213,17.950317,0.055207398,1,2014,2
-123.23419,27.679007,17.9198,0.061802045,1,2014,2
-120.96919,27.680626,18.094852,0.061237592,1,2014,2
-120.494644,27.680784,17.899286,0.07328624,1,2014,2
-135.58253,27.681316,19.390785,0.06332994,1,2014,2
-123.43784,27.682652,17.969135,0.054303735,1,2014,2
-124.838715,27.683187,18.213968,0.04835087,1,2014,2
-123.200005,27.685915,17.907127,0.06667904,1,2014,2
-120.92941,27.688347,18.06449,0.060714886,1,2014,2
-123.508354,27.691353,17.954521,0.056150533,1,2014,2
-120.44901,27.692932,17.927166,0.076859586,1,2014,2
-123.580475,27.697937,17.954117,0.056031644,1,2014,2
-120.89512,27.705217,18.044163,0.062562205,1,2014,2
-135.65097,27.705969,19.373041,0.07146382,1,2014,2
-123.64942,27.706984,17.984127,0.054564342,1,2014,2
-135.72633,27.712862,19.362251,0.0529139,1,2014,2
-120.37945,27.717485,17.949299,0.078637406,1,2014,2
-123.71618,27.718904,17.988905,0.051480066,1,2014,2
-124.87728,27.720463,18.20151,0.043930463,1,2014,2
-120.81924,27.722296,17.95809,0.064326786,1,2014,2
-123.78737,27.725782,17.98503,0.048810713,1,2014,2
-135.77646,27.729517,19.386868,0.062017974,1,2014,2
-124.92913,27.740437,18.18072,0.048289087,1,2014,2
-120.31492,27.742693,17.91565,0.08487353,1,2014,2
-120.73972,27.745367,17.91553,0.06655353,1,2014,2
-135.83916,27.745417,19.419378,0.06935479,1,2014,2
-123.84829,27.745533,17.943863,0.052905086,1,2014,2
-120.75135,27.74689,17.922773,0.062284693,1,2014,2
-120.69639,27.759556,17.89072,0.066831775,1,2014,2
-135.89932,27.760666,19.403275,0.08275878,1,2014,2
-124.94944,27.764362,18.17843,0.051800333,1,2014,2
-123.90792,27.764938,17.932938,0.057974946,1,2014,2
-120.25075,27.773306,17.7898,0.07459597,1,2014,2
-123.97092,27.778852,17.962,0.05431648,1,2014,2
-135.95293,27.78219,19.490635,0.07910102,1,2014,2
-120.63299,27.782248,17.9025,0.07281479,1,2014,2
-124.97173,27.789043,18.231392,0.050192233,1,2014,2
-124.0342,27.793537,18.04131,0.055295326,1,2014,2
-120.58347,27.7986,17.884169,0.06979492,1,2014,2
-120.183044,27.803707,17.69382,0.06881995,1,2014,2
-124.067024,27.80667,18.074675,0.062716655,1,2014,2
-136.01697,27.807808,19.519005,0.072963275,1,2014,2
-136.07272,27.809565,19.523891,0.07893324,1,2014,2
-124.99157,27.81059,18.206167,0.045383345,1,2014,2
-120.50737,27.818197,17.92084,0.078203596,1,2014,2
-120.53434,27.820152,17.898506,0.07894996,1,2014,2
-124.10307,27.822163,18.10274,0.05547921,1,2014,2
-125.002716,27.826061,18.170477,0.048854552,1,2014,2
-136.11987,27.827755,19.549603,0.08775148,1,2014,2
-120.116936,27.83584,17.640247,0.07886955,1,2014,2
-124.14523,27.838894,18.083122,0.05323746,1,2014,2
-120.436905,27.840382,17.861832,0.07842521,1,2014,2
-125.028404,27.84311,18.136465,0.04657747,1,2014,2
-136.16817,27.846077,19.605097,0.07608383,1,2014,2
-120.46252,27.85228,17.880322,0.069597766,1,2014,2
-124.17739,27.854218,18.106796,0.05376942,1,2014,2
